76,43,28,13,1
98,41,23,15,2
101,60,20,9,2
81,46,19,13,3
80,57,20,24,4
111,63,17,34,6
149,61,18,31,5
142,96,24,32,3
117,79,18,43,4
133,72,38,50,3
143,65,28,32,3
127,64,27,8,1
91,62,25,17,4
112,78,21,36,4
155,59,32,29,3
116,32,26,21,1
59,43,14,33,4
97,34,25,21,1
111,47,32,18,1
128,58,22,24,2
148,29,26,23,1
69,28,24,27,1
90,50,38,16,2
132,72,28,20,2
